identifier,TopicValue2,Topic,TopicValue,Month,Publisher,february_people_cathedral_aftershocks_rubble_buildings_september,city_council_community_reports_chief_executive_government_public,aftershocks_people_house_woman_september_couple_disaster,red_zone_homes_people_areas_damage_central,february_south_pike_river_zealand_island_news_september,describes_experience_touches_sep_family_work_dunedin,eqc_work_rebuild_commission_heading_ian_homes,buildings_city_heritage_architect_notes_discusses_auckland,john_key_labelled_cup_prime_february_rugby_world_representing,buildings_time_february_ring_moon_rubble_devastated,mayor_bob_parker_mp_local_february_special_anderton,finance_government_billion_economy_bill_english_rate_bank,insurance_recent_companies_house_ami_community_company,people_woman_newspaper_reading_comments_headline_february,city_people_university_cbd_including_magnitude_effects,party_year_gas_energy_oil_leader_exploration,people_february_september_jersey_victims_replies_zealand
DCDL-0017244,4.37827715355805,red_zone_homes_people_areas_damage_central,0.378277153558052,2011-02,Press (Christchurch, N.Z.) (Newspaper),0.00374531835205993,0.00374531835205993,0.00374531835205993,0.378277153558052,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.378277153558052,0.191011235955056,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993
DCDL-0017245,5.78357235984355,february_south_pike_river_zealand_island_news_september,0.783572359843546,2011-01,Sunday star times (Newspaper),0.00130378096479791,0.00130378096479791,0.00130378096479791,0.196870925684485,0.783572359843546,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017246,1.81897491821156,february_people_cathedral_aftershocks_rubble_buildings_september,0.818974918211559,2011-03,Southland times (Newspaper),0.818974918211559,0.00109051254089422,0.110141766630316,0.00109051254089422,0.0556161395856052,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0017247,1.89303079416532,february_people_cathedral_aftershocks_rubble_buildings_september,0.893030794165316,2011-03,Southland times (Newspaper),0.893030794165316,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.0826580226904376,0.00162074554294976
DCDL-0017250,9.38276990185387,john_key_labelled_cup_prime_february_rugby_world_representing,0.382769901853871,2011-03,Otago daily times (Newspaper),0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.32824427480916,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.382769901853871,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.273718647764449,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0017252,12.4372955288986,finance_government_billion_economy_bill_english_rate_bank,0.437295528898582,2011-03,Otago daily times (Newspaper),0.273718647764449,0.00109051254089422,0.00109051254089422,0.273718647764449,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.437295528898582,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0017255,4.38276990185387,red_zone_homes_people_areas_damage_central,0.382769901853871,2011-03,Marlborough Express (Newspaper),0.00109051254089422,0.00109051254089422,0.00109051254089422,0.382769901853871,0.00109051254089422,0.00109051254089422,0.219193020719738,0.00109051254089422,0.164667393675027,0.219193020719738,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0017257,12.7577169481654,finance_government_billion_economy_bill_english_rate_bank,0.757716948165405,2011-03,Marlborough Express (Newspaper),0.0005824111822947,0.0588235294117647,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.14618520675597,0.0005824111822947,0.0005824111822947,0.757716948165405,0.0297029702970297,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947
DCDL-0017262,13.5349219391947,insurance_recent_companies_house_ami_community_company,0.534921939194741,2011-03,Northern advocate (Newspaper),0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.452752670501233,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.534921939194741,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0017263,9.47925973197192,john_key_labelled_cup_prime_february_rugby_world_representing,0.479259731971921,2011-03,Northern advocate (Newspaper),0.0325462667517549,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.0644543714103382,0.479259731971921,0.415443522654754,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666
DCDL-0017264,1.62150982419855,february_people_cathedral_aftershocks_rubble_buildings_september,0.621509824198552,2011-03,Northern advocate (Newspaper),0.621509824198552,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.156153050672182,0.00103412616339193,0.207859358841779,0.00103412616339193,0.00103412616339193,0.00103412616339193
DCDL-0017266,12.8494623655914,finance_government_billion_economy_bill_english_rate_bank,0.849462365591398,2011-03,Northern advocate (Newspaper),0.142048670062252,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.849462365591398,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316
DCDL-0017272,12.9936432260628,finance_government_billion_economy_bill_english_rate_bank,0.993643226062773,2011-03,Press (Christchurch, N.Z.) (Newspaper),0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.993643226062773,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679
DCDL-0017272A,12.9936432260628,finance_government_billion_economy_bill_english_rate_bank,0.993643226062773,2011-03,Timaru herald (Newspaper),0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.993643226062773,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679
DCDL-0017275,8.40376007162041,buildings_city_heritage_architect_notes_discusses_auckland,0.403760071620412,2011-03,Sunday star times (Newspaper),0.224709042076992,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.403760071620412,0.269471799462847,0.090420769919427,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099
DCDL-0017276,5.54178957718781,february_south_pike_river_zealand_island_news_september,0.541789577187807,2011-03,Press (Christchurch, N.Z.) (Newspaper),0.000983284169124877,0.295968534906588,0.148475909537856,0.000983284169124877,0.541789577187807,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877
DCDL-0017277,8.41837509491268,buildings_city_heritage_architect_notes_discusses_auckland,0.41837509491268,2011-03,Press (Christchurch, N.Z.) (Newspaper),0.000759301442672741,0.000759301442672741,0.0766894457099468,0.342444950645406,0.152619589977221,0.000759301442672741,0.000759301442672741,0.41837509491268,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741
DCDL-0017281,5.60119940029985,february_south_pike_river_zealand_island_news_september,0.60119940029985,2011-03,Southland times (Newspaper),0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.60119940029985,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.376311844077961,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0017282,12.4250141482739,finance_government_billion_economy_bill_english_rate_bank,0.425014148273911,2011-03,National Business Review (Newspaper),0.000565930956423316,0.000565930956423316,0.142048670062252,0.000565930956423316,0.113752122241087,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.425014148273911,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.311827956989247
DCDL-0017287,4.45151105096978,red_zone_homes_people_areas_damage_central,0.451511050969779,2011-03,Manawatu standard (Newspaper),0.0004510599909788,0.0004510599909788,0.0004510599909788,0.451511050969779,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.406405051871899,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0681100586377988,0.0004510599909788,0.0004510599909788,0.0681100586377988
DCDL-0017292,5.49262536873156,february_south_pike_river_zealand_island_news_september,0.492625368731563,2011-03,National Business Review (Newspaper),0.000983284169124877,0.000983284169124877,0.1976401179941,0.000983284169124877,0.492625368731563,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.0993117010816126,0.1976401179941,0.000983284169124877,0.000983284169124877
DCDL-0017294,9.99165362545644,john_key_labelled_cup_prime_february_rugby_world_representing,0.991653625456442,2011-03,Marlborough Express (Newspaper),0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.991653625456442,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353
DCDL-0017298,4.61321909424725,red_zone_homes_people_areas_damage_central,0.613219094247246,2011-03,Waikato times (Newspaper),0.00122399020807834,0.00122399020807834,0.00122399020807834,0.613219094247246,0.00122399020807834,0.00122399020807834,0.184822521419829,0.00122399020807834,0.00122399020807834,0.184822521419829,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0017302,9.99165362545644,john_key_labelled_cup_prime_february_rugby_world_representing,0.991653625456442,2011-03,Otago daily times (Newspaper),0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.991653625456442,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353
DCDL-0017302A,9.99165362545644,john_key_labelled_cup_prime_february_rugby_world_representing,0.991653625456442,2011-03,Northern advocate (Newspaper),0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.991653625456442,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353
DCDL-0017304,9.62757385854969,john_key_labelled_cup_prime_february_rugby_world_representing,0.627573858549687,2011-03,Northern advocate (Newspaper),0.0456580125335721,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.135183527305282,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.627573858549687,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.179946284691137,0.000895255147717099,0.000895255147717099
DCDL-0017305,1.63552479815456,february_people_cathedral_aftershocks_rubble_buildings_september,0.635524798154556,2011-03,Press (Christchurch, N.Z.) (Newspaper),0.635524798154556,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.116493656286044,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.231833910034602
DCDL-0017306,9.60056457304164,john_key_labelled_cup_prime_february_rugby_world_representing,0.600564573041637,2011-03,Sunday star times (Newspaper),0.000705716302046577,0.0359915314043754,0.318278052223006,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.600564573041637,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.0359915314043754
DCDL-0017307,10.6005645730416,buildings_time_february_ring_moon_rubble_devastated,0.600564573041637,2011-03,Listener (Serial),0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.0712773465067043,0.282992237120677,0.600564573041637,0.0359915314043754,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577
DCDL-0017309,10.4771553436631,buildings_time_february_ring_moon_rubble_devastated,0.477155343663091,2011-03,Shipping Gazette (Serial),0.000397298371076679,0.000397298371076679,0.278506158124752,0.000397298371076679,0.179181565355582,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.0401271354787445,0.477155343663091,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.0202622169249106,0.000397298371076679,0.000397298371076679,0.000397298371076679
DCDL-0017326,10.4096796182686,buildings_time_february_ring_moon_rubble_devastated,0.409679618268575,2011-03,National Business Review (Newspaper),0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.205180640763463,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.341513292433538,0.409679618268575,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.0347648261758691,0.000681663258350375
DCDL-0017338,5.73627617430673,february_south_pike_river_zealand_island_news_september,0.736276174306735,2011-03,Press (Christchurch, N.Z.) (Newspaper),0.113752122241087,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.736276174306735,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.142048670062252,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316
DCDL-0017339,9.68234492160873,john_key_labelled_cup_prime_february_rugby_world_representing,0.682344921608725,2011-03,Press (Christchurch, N.Z.) (Newspaper),0.000681663258350375,0.000681663258350375,0.102931152010907,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.682344921608725,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.205180640763463,0.000681663258350375,0.000681663258350375,0.000681663258350375
DCDL-0017342,9.94576828266228,john_key_labelled_cup_prime_february_rugby_world_representing,0.945768282662284,2011-03,Northern advocate (Newspaper),0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.945768282662284,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.0419063270336894,0.000821692686935086,0.000821692686935086
DCDL-0017349,9.40376007162041,john_key_labelled_cup_prime_february_rugby_world_representing,0.403760071620412,2011-03,Otago daily times (Newspaper),0.000895255147717099,0.000895255147717099,0.179946284691137,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.403760071620412,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.403760071620412,0.000895255147717099,0.000895255147717099,0.000895255147717099
DCDL-0017350,9.43488555643252,john_key_labelled_cup_prime_february_rugby_world_representing,0.434885556432518,2011-03,Otago daily times (Newspaper),0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.316495659037095,0.000789265982636148,0.079715864246251,0.434885556432518,0.000789265982636148,0.119179163378058,0.000789265982636148,0.000789265982636148,0.0402525651144436,0.000789265982636148,0.000789265982636148,0.000789265982636148
DCDL-0017351,9.98829553767374,john_key_labelled_cup_prime_february_rugby_world_representing,0.988295537673738,2011-03,Southland times (Newspaper),0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.988295537673738,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368
DCDL-0017353,1.64453961456103,february_people_cathedral_aftershocks_rubble_buildings_september,0.644539614561028,2011-03,Southland times (Newspaper),0.644539614561028,0.323340471092077,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634
DCDL-0017356,9.97913950456323,john_key_labelled_cup_prime_february_rugby_world_representing,0.979139504563233,2011-03,Timaru herald (Newspaper),0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.979139504563233,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017356A,9.97913950456323,john_key_labelled_cup_prime_february_rugby_world_representing,0.979139504563233,2011-03,Manawatu standard (Newspaper),0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.979139504563233,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017364,9.68683274021352,john_key_labelled_cup_prime_february_rugby_world_representing,0.686832740213523,2011-03,Northern advocate (Newspaper),0.000508388408744281,0.000508388408744281,0.000508388408744281,0.153024911032028,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.0767666497203864,0.686832740213523,0.000508388408744281,0.0259278088459583,0.000508388408744281,0.0513472292831723,0.000508388408744281,0.000508388408744281,0.000508388408744281,0.000508388408744281
DCDL-0017368,4.67483138090167,red_zone_homes_people_areas_damage_central,0.674831380901668,2011-03,Press (Christchurch, N.Z.) (Newspaper),0.00035498757543486,0.00035498757543486,0.213347532836351,0.674831380901668,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.106851260205893,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486,0.00035498757543486
DCDL-0017371,4.82251437962202,red_zone_homes_people_areas_damage_central,0.822514379622021,2011-03,Southland times (Newspaper),0.000821692686935086,0.000821692686935086,0.000821692686935086,0.822514379622021,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.165160230073952,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0017374,14.9924421350968,people_woman_newspaper_reading_comments_headline_february,0.992442135096835,2011-03,Press (Christchurch, N.Z.) (Newspaper),0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.992442135096835,0.000472366556447803,0.000472366556447803,0.000472366556447803
DCDL-0017374A,14.9924421350968,people_woman_newspaper_reading_comments_headline_february,0.992442135096835,2011-03,Timaru herald (Newspaper),0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.992442135096835,0.000472366556447803,0.000472366556447803,0.000472366556447803
DCDL-0017374B,14.9924421350968,people_woman_newspaper_reading_comments_headline_february,0.992442135096835,2011-03,Manawatu standard (Newspaper),0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.000472366556447803,0.992442135096835,0.000472366556447803,0.000472366556447803,0.000472366556447803
DCDL-0017376,3.43040685224839,aftershocks_people_house_woman_september_couple_disaster,0.430406852248394,2011-03,Northern advocate (Newspaper),0.00214132762312634,0.00214132762312634,0.430406852248394,0.00214132762312634,0.430406852248394,0.109207708779443,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634
DCDL-0017385,1.52999294283698,february_people_cathedral_aftershocks_rubble_buildings_september,0.52999294283698,2011-03,Waikato times (Newspaper),0.52999294283698,0.000705716302046577,0.000705716302046577,0.353563867325335,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.106563161609033
DCDL-0017411,4.52801582069875,red_zone_homes_people_areas_damage_central,0.528015820698748,2011-03,Northern advocate (Newspaper),0.000659195781147001,0.000659195781147001,0.000659195781147001,0.528015820698748,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.462096242584047,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001
DCDL-0017414,3.64991896272285,aftershocks_people_house_woman_september_couple_disaster,0.649918962722852,2011-03,Press (Christchurch, N.Z.) (Newspaper),0.325769854132901,0.00162074554294976,0.649918962722852,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0017415,3.37836561171469,aftershocks_people_house_woman_september_couple_disaster,0.378365611714691,2011-03,Sunday star times (Newspaper),0.024090694378838,0.000472366556447804,0.378365611714691,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.213037316957959,0.28389230042513,0.000472366556447804,0.0949456778460085,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804
DCDL-0017420,4.98041615667075,red_zone_homes_people_areas_damage_central,0.980416156670747,2011-03,Timaru herald (Newspaper),0.00122399020807834,0.00122399020807834,0.00122399020807834,0.980416156670747,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0017420A,4.98041615667075,red_zone_homes_people_areas_damage_central,0.980416156670747,2011-03,Manawatu standard (Newspaper),0.00122399020807834,0.00122399020807834,0.00122399020807834,0.980416156670747,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0017421,16.9897894065093,party_year_gas_energy_oil_leader_exploration,0.989789406509253,2011-03,Press (Christchurch, N.Z.) (Newspaper),0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666
DCDL-0017421A,16.9897894065093,party_year_gas_energy_oil_leader_exploration,0.989789406509253,2011-03,Timaru herald (Newspaper),0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666
DCDL-0017421B,16.9897894065093,party_year_gas_energy_oil_leader_exploration,0.989789406509253,2011-03,Manawatu standard (Newspaper),0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666
DCDL-0017437,2.32991953182151,city_council_community_reports_chief_executive_government_public,0.329919531821507,2011-03,Press (Christchurch, N.Z.) (Newspaper),0.0738844184345282,0.329919531821507,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.0738844184345282,0.110460863204097,0.183613752743233,0.220190197512802,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368
DCDL-0017439,12.4096796182686,finance_government_billion_economy_bill_english_rate_bank,0.409679618268575,2011-04,Press (Christchurch, N.Z.) (Newspaper),0.2733469665985,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.205180640763463,0.000681663258350375,0.000681663258350375,0.409679618268575,0.000681663258350375,0.0688479890933879,0.000681663258350375,0.000681663258350375,0.0347648261758691
DCDL-0017453,1.98685291700904,february_people_cathedral_aftershocks_rubble_buildings_september,0.986852917009039,2011-04,Timaru herald (Newspaper),0.986852917009039,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0017453A,1.98685291700904,february_people_cathedral_aftershocks_rubble_buildings_september,0.986852917009039,2011-04,Manawatu standard (Newspaper),0.986852917009039,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0017459,12.6164970540975,finance_government_billion_economy_bill_english_rate_bank,0.616497054097483,2011-04,Dominion post (Newspaper),0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.000535618639528656,0.616497054097483,0.000535618639528656,0.0540974825923942,0.000535618639528656,0.321906802356722,0.000535618639528656
DCDL-0017485,9.57388619320688,john_key_labelled_cup_prime_february_rugby_world_representing,0.573886193206881,2011-04,Northern advocate (Newspaper),0.17688575209528,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.573886193206881,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.000441111601235113,0.243052492280547,0.000441111601235113,0.000441111601235113,0.000441111601235113
